"id","sequence","sourceParagraph","sourceUrl","rowType","dateSourceParagraph","dateExpression","dateKind","startYear","startQualifier","endYear","endQualifier","alternativeYears","description","scriptureReferences","publicationReferences","categories","suggestedType"
"jw-dates-calendar-p182","114","p182","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=182","continuation","p178","1473","point","1473","exact","","","","Adar, Moses dies (age 120)","","wcg 15; | it-2 439; | si 37, | 95, | 295","death","person-boundary"
"jw-dates-calendar-p183","115","p183","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=183","continuation","p178","1473","point","1473","exact","","","","spies enter Jericho","","it-2 727","travel","event"
"jw-dates-calendar-p184","116","p184","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=184","continuation","p178","1473","point","1473","exact","","","","Nisan 10 (Abib) (March-April), Israelites enter Promised Land","Jos 4:19","wcg 15; | it-1 461, | 944; | nwt 1771; | bm 11; | si 295","travel","event"
"jw-dates-calendar-p185","117","p185","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=185","continuation","p178","1473","point","1473","exact","","","","Nisan 11-13, Israelite males circumcised","","it-1 470, | 944, | 961","other","event"
"jw-dates-calendar-p186","118","p186","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=186","continuation","p178","1473","point","1473","exact","","","","Nisan 14, Passover celebrated","Jos 5:10","it-2 582","other","event"
"jw-dates-calendar-p187","119","p187","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=187","continuation","p178","1473","point","1473","exact","","","","Nisan 15, Israelites begin eating of the land’s produce","Jos 5:11","it-1 1040","other","event"
"jw-dates-calendar-p188","120","p188","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=188","continuation","p178","1473","point","1473","exact","","","","manna stops forming","Jos 5:12","it-2 309","other","event"
"jw-dates-calendar-p189","121","p189","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=189","continuation","p178","1473","point","1473","exact","","","","Jericho and Ai fall","","it-1 66; | it-2 36","other","event"
"jw-dates-calendar-p190","122","p190","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=190","dated","p190","c. 1467","point","1467","approximate","","","","conquest of Canaan completed","","it-1 462; | nwt 1771; | bm 11; | si 295","other","event"
"jw-dates-calendar-p191","123","p191","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=191","continuation","p190","c. 1467","point","1467","approximate","","","","450-year period ends","Ac 13:17-20","it-1 777; | si 295","other","event"
"jw-dates-calendar-p192","124","p192","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=192","continuation","p190","c. 1467","point","1467","approximate","","","","Israel’s tribes receive land","","it-1 91; | nwt 1774","other","event"
"jw-dates-calendar-p193","125","p193","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=193","dated","p193","c. 1450","point","1450","approximate","","","","Joshua written","","si 42, | 295","writing","event"
"jw-dates-calendar-p194","126","p194","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=194","continuation","p193","c. 1450","point","1450","approximate","","","","Joshua dies (age 110)","","wcg 15; | it-2 113-115; | si 295","death","person-boundary"
"jw-dates-calendar-p195","127","p195","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=195","continuation","p193","c. 1450","point","1450","approximate","","","","beginning of time period of judges and saviors of Israel","","wcg 15","other","event"
"jw-dates-calendar-p196","128","p196","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=196","continuation","p193","c. 1450","point","1450","approximate","","","","Caleb dies (age c. 102)","","wcg 15","death","person-boundary"
"jw-dates-calendar-p197","129","p197","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=197","dated","p197","1424","point","1424","exact","","","","first Jubilee celebrated","","it-2 123","other","event"
"jw-dates-calendar-p198","130","p198","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=198","dated","p198","c. 1400","point","1400","approximate","","","","Rahab dies (age c. 100)","","wcg 15","death","person-boundary"
"jw-dates-calendar-p199","131","p199","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=199","dated","p199","c. 1180","point","1180","approximate","","","","Samuel born","","wcg 15","birth","person-boundary"
"jw-dates-calendar-p200","132","p200","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=200","dated","p200","1173","point","1173","exact","","","","Jephthah becomes judge","","it-2 26","other","event"
"jw-dates-calendar-p201","133","p201","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=201","dated","p201","1117","point","1117","exact","","","","Saul anointed by Samuel, begins reign","","wcg 15; | it-1 14, | 461; | nwt 1774; | bm 12; | si 295","rulership","event"
"jw-dates-calendar-p202","134","p202","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=202","dated","p202","1107","point","1107","exact","","","","David born","","si 295","birth","person-boundary"
"jw-dates-calendar-p203","135","p203","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=203","dated","p203","c. 1100","point","1100","approximate","","","","Judges written","","si 46, | 295","writing","event"
"jw-dates-calendar-p204","136","p204","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=204","dated","p204","c. 1090","point","1090","approximate","","","","Ruth written","","si 51, | 295","writing","event"
"jw-dates-calendar-p205","137","p205","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=205","dated","p205","c. 1080","point","1080","approximate","","","","Samuel dies (age c. 100)","","wcg 15","death","person-boundary"
"jw-dates-calendar-p206","138","p206","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=206","dated","p206","c. 1078","point","1078","approximate","","","","Saul dies","","it-1 14, | 1232","death","person-boundary"
"jw-dates-calendar-p207","139","p207","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=207","continuation","p206","c. 1078","point","1078","approximate","","","","1 Samuel written","","si 53-54, | 295","writing","event"
"jw-dates-calendar-p208","140","p208","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=208","dated","p208","1077","point","1077","exact","","","","David (age 30) becomes king of Judah at Hebron","","it-1 461, | 464, | 588; | si 295","rulership","event"
"jw-dates-calendar-p209","141","p209","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=209","continuation","p208","1077","point","1077","exact","","","","Ish-bosheth (age 40) becomes king of Israel","2Sa 2:8-10","it-1 1224; | w05 5/15 17","rulership","event"
"jw-dates-calendar-p210","142","p210","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=210","dated","p210","1075","point","1075","exact","","","","Ish-bosheth (age 42) assassinated","","it-1 1224; | w05 5/15 17","other","event"
"jw-dates-calendar-p211","143","p211","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=211","dated","p211","1070","point","1070","exact","","","","David (age 37) becomes king over all Israel","","it-1 464; | w05 5/15 17; | si 60, | 295","rulership","event"
"jw-dates-calendar-p212","144","p212","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=212","dated","p212","a. 1070","point","1070","after","","","","David (age 38+) brings ark of covenant to Jerusalem","","ijwbq article 118; | si 60, | 295","covenant","event"
"jw-dates-calendar-p213","145","p213","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=213","continuation","p212","a. 1070","point","1070","after","","","","Kingdom covenant with David","","nwt 1776; | bm 13; | si 295","covenant","event"
"jw-dates-calendar-p214","146","p214","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=214","dated","p214","c. 1040","point","1040","approximate","","","","2 Samuel written","","it-2 853; | w05 5/15 16; | si 59, | 295","writing","event"
"jw-dates-calendar-p215","147","p215","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=215","dated","p215","1037","point","1037","exact","","","","Solomon begins reign","","it-1 461; | bm 13; | si 284-285, | 295","rulership","event"
"jw-dates-calendar-p216","148","p216","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=216","continuation","p215","1037","point","1037","exact","","","","David dies (age 70)","","it-1 590; | si 284","death","person-boundary"
"jw-dates-calendar-p217","149","p217","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=217","dated","p217","1034","point","1034","exact","","","","Solomon begins temple","","it-1 461; | it-2 1076; | g 5/12 17; | si 285, | 295","temple","event"
"jw-dates-calendar-p218","150","p218","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=218","dated","p218","1027","point","1027","exact","","","","Solomon completes temple","","wcg 104; | it-2 988, | 1077; | bm 13; | si 295","temple","event"
"jw-dates-calendar-p219","151","p219","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=219","dated","p219","1026","point","1026","exact","","","","ark of the covenant moved into temple","","ijwbq article 118; | it-1 167","covenant | temple","event"
"jw-dates-calendar-p220","152","p220","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=220","continuation","p219","1026","point","1026","exact","","","","Solomon dedicates temple","","it-2 988-989, | 1077; | nwt 1772, | 1778; | w05 7/1 29","temple","event"
"jw-dates-calendar-p221","153","p221","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=221","dated","p221","c. 1020","point","1020","approximate","","","","Song of Solomon written","","bm 13; | w06 11/15 17; | si 115, | 295","writing","event"
"jw-dates-calendar-p222","154","p222","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=222","dated","p222","b. 1000","point","1000","before","","","","Ecclesiastes written","","it-1 674; | si 112, | 295","writing","event"
"jw-dates-calendar-p223","155","p223","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=223","dated","p223","998","point","998","exact","","","","Solomon dies","","it-2 37, | 986; | si 285","death","person-boundary"
"jw-dates-calendar-p224","156","p224","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=224","dated","p224","997","point","997","exact","","","","Rehoboam (age 41) becomes king","1Ki 14:21; | 2Ch 12:13","it-2 767; | si 295","rulership","event"
"jw-dates-calendar-p225","157","p225","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=225","continuation","p224","997","point","997","exact","","","","Israel divided into two kingdoms","","wcg 104; | it-1 461; | it-2 767; | bm 14; | si 285, | 295","other","event"
"jw-dates-calendar-p226","158","p226","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=226","continuation","p224","997","point","997","exact","","","","Jeroboam becomes king of Israel","","it-1 464; | si 295","rulership","event"
"jw-dates-calendar-p227","159","p227","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=227","dated","p227","993","point","993","exact","","","","Pharaoh Shishak invades Judah","","it-1 450, | 697; | it-2 934; | si 295","other","event"
"jw-dates-calendar-p228","160","p228","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=228","dated","p228","980","point","980","exact","","","","Abijah (Abijam) becomes king of Judah","","it-1 23; | si 295","rulership","event"
"jw-dates-calendar-p229","161","p229","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=229","dated","p229","978","point","978","exact","","","","Asa becomes king of Judah","","it-1 464; | si 295","rulership","event"
"jw-dates-calendar-p230","162","p230","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=230","dated","p230","977","point","977","exact","","","","Asa’s first regnal year","","it-1 183","rulership","event"
"jw-dates-calendar-p231","163","p231","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=231","dated","p231","c. 976","point","976","approximate","","","","Nadab becomes king of Israel","","it-2 460; | si 295","rulership","event"
"jw-dates-calendar-p232","164","p232","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=232","dated","p232","c. 975","point","975","approximate","","","","Baasha becomes king of Israel","","it-1 234; | si 295","rulership","event"
"jw-dates-calendar-p233","165","p233","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=233","dated","p233","967","point","967","exact","","","","Asa defeats Ethiopians","","it-1 697","warfare","event"
"jw-dates-calendar-p234","166","p234","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=234","dated","p234","963","point","963","exact","","","","Sivan (May-June), Asa holds assembly in Jerusalem to make covenant","","it-1 184","covenant","event"
"jw-dates-calendar-p235","167","p235","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=235","dated","p235","962","point","962","exact","","","","“36th year” of Asa’s reign","2Ch 16:1","it-1 184","rulership","event"
"jw-dates-calendar-p236","168","p236","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=236","dated","p236","c. 952","point","952","approximate","","","","Elah becomes king of Israel","","it-1 234, | 701; | si 295","rulership","event"
"jw-dates-calendar-p237","169","p237","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=237","dated","p237","c. 951","point","951","approximate","","","","Zimri becomes king of Israel for seven days","","it-2 1235; | si 295","rulership","event"
"jw-dates-calendar-p238","170","p238","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=238","continuation","p237","c. 951","point","951","approximate","","","","Omri and Tibni become rival kings of Israel","","it-2 554; | si 295","other","event"
"jw-dates-calendar-p239","171","p239","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=239","dated","p239","c. 947","point","947","approximate","","","","Omri alone king of Israel","","si 295","rulership","event"
"jw-dates-calendar-p240","172","p240","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=240","dated","p240","c. 940","point","940","approximate","","","","Ahab becomes king of Israel","","it-1 59; | si 295","rulership","event"
"jw-dates-calendar-p241","173","p241","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=241","dated","p241","936","point","936","exact","","","","Jehoshaphat (age 35) becomes king of Judah","1Ki 22:42; | 2Ch 20:31","it-1 465, | 1271; | si 295","rulership","event"
"jw-dates-calendar-p242","174","p242","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=242","dated","p242","c. 920","point","920","approximate","","","","Ahaziah coregent with father Ahab as king of Israel","","mwb22.11 7; | it-1 465","rulership","event"
"jw-dates-calendar-p243","175","p243","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=243","continuation","p242","c. 920","point","920","approximate","","","","Ahab dies","","it-1 454-455, | 465","death","person-boundary"
"jw-dates-calendar-p244","176","p244","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=244","dated","p244","c. 919","point","919","approximate","","","","Ahaziah becomes sole king of Israel","","it-1 62; | si 295","rulership","event"
"jw-dates-calendar-p245","177","p245","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=245","dated","p245","c. 917","point","917","approximate","","","","Jehoram (son of Ahab) becomes king of Israel","","mwb22.11 7; | it-1 1270; | si 295","rulership","event"
"jw-dates-calendar-p246","178","p246","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=246","dated","p246","913","point","913","exact","","","","Jehoram (son of Jehoshaphat) (age 32) reigns with father over Judah","2Ki 8:16, 17; | 2Ch 21:5, | 20","it-1 1271-1272; | si 295","other","event"
"jw-dates-calendar-p247","179","p247","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=247","dated","p247","c. 911","point","911","approximate","","","","Jehoram (son of Jehoshaphat) becomes sole ruler of Judah","","mwb22.11 7","rulership","event"
"jw-dates-calendar-p248","180","p248","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=248","dated","p248","911","point","911","exact","","","","Jehoshaphat dies (age 60)","","it-1 1271","death","person-boundary"
"jw-dates-calendar-p249","181","p249","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=249","dated","p249","c. 906","point","906","approximate","","","","Ahaziah (age 22) (grandson of Jehoshaphat; grandson of Ahab through Athaliah) becomes king of Judah","2Ki 8:26; | 2Ch 22:1, 2","mwb22.11 7; | it-1 63, | 465; | si 295","rulership","event"
"jw-dates-calendar-p250","182","p250","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=250","dated","p250","c. 905","point","905","approximate","","","","Jehu anointed as king of Israel","","w98 1/1 12; | si 295","rulership","event"
"jw-dates-calendar-p251","183","p251","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=251","continuation","p250","c. 905","point","905","approximate","","","","Jehoram (son of Ahab) killed by Jehu","","mwb22.11 7; | it-1 465, | 1270","other","event"
"jw-dates-calendar-p252","184","p252","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=252","continuation","p250","c. 905","point","905","approximate","","","","Jezebel killed by Jehu","","mwb22.11 7","other","event"
"jw-dates-calendar-p253","185","p253","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=253","continuation","p250","c. 905","point","905","approximate","","","","Ahaziah (grandson of Jehoshaphat) killed by Jehu","","mwb22.11 7; | it-1 63","other","event"
"jw-dates-calendar-p254","186","p254","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=254","continuation","p250","c. 905","point","905","approximate","","","","Athaliah usurps throne of Judah","","mwb22.11 7; | it-1 209; | si 295","other","event"
"jw-dates-calendar-p255","187","p255","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=255","dated","p255","c. 904","point","904","approximate","","","","Jehu’s first year as king of Israel","","mwb22.11 7; | it-1 454-455, | 465; | it-2 22","rulership","event"
"jw-dates-calendar-p256","188","p256","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=256","dated","p256","898","point","898","exact","","","","Jehoash (son of Ahaziah) (age 7) becomes king of Judah","2Ki 11:21; | 2Ch 24:1","mwb22.11 7; | it-1 1265; | si 295","rulership","event"
"jw-dates-calendar-p257","189","p257","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=257","dated","p257","c. 877","point","877","approximate","","","","Jehu dies","","it-2 22","death","person-boundary"
"jw-dates-calendar-p258","190","p258","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=258","dated","p258","876","point","876","exact","","","","Jehoahaz becomes king of Israel","","it-1 1265; | si 295","rulership","event"
"jw-dates-calendar-p259","191","p259","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=259","dated","p259","a. 874","point","874","after","","","","Assyria becomes a world power","","wcg 104-105","world-power","world-power-transition"
"jw-dates-calendar-p260","192","p260","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=260","dated","p260","860","point","860","exact","","","","Jehoahaz dies","","it-1 1265","death","person-boundary"
"jw-dates-calendar-p261","193","p261","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=261","dated","p261","c. 859","point","859","approximate","","","","Jehoash (son of Jehoahaz) becomes king of Israel","","it-1 465; | si 295","rulership","event"
"jw-dates-calendar-p262","194","p262","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=262","dated","p262","859","point","859","exact","","","","Jehoash (son of Ahaziah) assassinated","","it-1 1265-1266","other","event"
"jw-dates-calendar-p263","195","p263","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=263","dated","p263","858","point","858","exact","","","","Amaziah (age 25) becomes king of Judah","2Ki 14:1, 2; | 2Ch 25:1","it-1 88; | si 295","rulership","event"
"jw-dates-calendar-p264","196","p264","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=264","dated","p264","c. 844","point","844","approximate","","","","Jeroboam II becomes king of Israel","","it-2 38; | si 153, | 295","rulership","event"
"jw-dates-calendar-p265","197","p265","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=265","continuation","p264","c. 844","point","844","approximate","","","","Jonah written","","si 153, | 295","writing","event"
"jw-dates-calendar-p266","198","p266","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=266","dated","p266","829","point","829","exact","","","","Uzziah (Azariah) (age 16) becomes king of Judah","2Ki 14:21; | 2Ch 26:1-3","it-2 1146; | si 295","rulership","event"
"jw-dates-calendar-p267","199","p267","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=267","dated","p267","c. 820","point","820","approximate","","","","Joel written","","w07 10/1 12; | jd 17; | si 146, | 296","writing","event"
"jw-dates-calendar-p268","200","p268","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=268","dated","p268","c. 818","point","818","approximate","","","","Uzziah (Azariah) ‘becomes king’","2Ki 15:1","it-1 465; | it-2 1146","rulership","event"
"jw-dates-calendar-p269","201","p269","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=269","dated","p269","c. 804","point","804","approximate","","","","Amos written","","si 148, | 296","writing","event"
"jw-dates-calendar-p270","202","p270","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=270","continuation","p269","c. 804","point","804","approximate","","","","Hosea begins prophesying","","it-1 1146; | si 143","prophecy","event"
"jw-dates-calendar-p271","203","p271","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=271","continuation","p269","c. 804","point","804","approximate","","","","Jeroboam II begins last regnal year","","it-1 1146","rulership","event"
"jw-dates-calendar-p272","204","p272","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=272","dated","p272","c. 803","point","803","approximate","","","","Jeroboam II dies","","it-2 1223","death","person-boundary"
"jw-dates-calendar-p273","205","p273","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=273","dated","p273","c. 792","point","792","approximate","","","","Zechariah becomes king of Israel","","it-1 465; | it-2 38, | 1223-1224; | si 296","rulership","event"
"jw-dates-calendar-p274","206","p274","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=274","dated","p274","c. 791","point","791","approximate","","","","Shallum becomes king of Israel for one month","","it-2 906; | si 296","rulership","event"
"jw-dates-calendar-p275","207","p275","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=275","continuation","p274","c. 791","point","791","approximate","","","","Menahem becomes king of Israel","","si 296","rulership","event"
"jw-dates-calendar-p276","208","p276","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=276","dated","p276","c. 790","point","790","approximate","","","","Menahem’s first regnal year as king of Israel","","it-1 465; | it-2 371","rulership","event"
"jw-dates-calendar-p277","209","p277","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=277","dated","p277","c. 780","point","780","approximate","","","","Pekahiah becomes king of Israel","","it-2 595; | si 296","rulership","event"
"jw-dates-calendar-p278","210","p278","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=278","dated","p278","c. 778","point","778","approximate","","","","Isaiah begins prophesying","","it-1 1219-1220; | ip-1 7, | 87; | si 296","prophecy","event"
"jw-dates-calendar-p279","211","p279","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=279","continuation","p278","c. 778","point","778","approximate","","","","Pekahiah assassinated","","it-1 162-163","other","event"
"jw-dates-calendar-p280","212","p280","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=280","continuation","p278","c. 778","point","778","approximate","","","","Pekah becomes king of Israel","","it-2 594; | si 296","rulership","event"
"jw-dates-calendar-p281","213","p281","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=281","dated","p281","777","point","777","exact","","","","Jotham (age 25) becomes king of Judah","2Ki 15:32, 33; | 2Ch 27:1, | 7, 8","it-2 119; | si 296","rulership","event"
"jw-dates-calendar-p282","214","p282","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=282","continuation","p281","777","point","777","exact","","","","Micah begins prophesying","","w07 11/1 13","prophecy","event"
"jw-dates-calendar-p283","215","p283","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=283","dated","p283","762","point","762","exact","","","","Ahaz (age 20) becomes king of Judah","2Ki 16:1, 2; | 2Ch 28:1","it-1 466; | si 296","rulership","event"
"jw-dates-calendar-p284","216","p284","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=284","dated","p284","a. 762","point","762","after","","","","Syria and Israel war against Judah","","w13 11/15 16","warfare","event"
"jw-dates-calendar-p285","217","p285","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=285","dated","p285","b. 759","point","759","before","","","","Tiglath-pileser of Assyria exiles portions of Israel","","it-1 775","other","event"
"jw-dates-calendar-p286","218","p286","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=286","dated","p286","c. 758","point","758","approximate","","","","Hoshea becomes king of Israel","","it-2 908; | si 296","rulership","event"
"jw-dates-calendar-p287","219","p287","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=287","dated","p287","753","point","753","exact","","","","Rome founded (tradition)","","it-2 822","other","event"
"jw-dates-calendar-p288","220","p288","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=288","dated","p288","746","point","746","exact","","","","Ahaz dies","","it-1 1221","death","person-boundary"
"jw-dates-calendar-p289","221","p289","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=289","dated","p289","745","point","745","exact","","","","Hezekiah’s (age 25) first regnal year as king of Judah","2Ki 18:1, 2","it-1 466, | 1102; | si 296","rulership","event"
"jw-dates-calendar-p290","222","p290","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=290","dated","p290","a. 745","point","745","after","","","","Hosea written","","w05 11/15 17; | si 143, | 296","writing","event"
"jw-dates-calendar-p291","223","p291","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=291","dated","p291","742","point","742","exact","","","","Samaria besieged","","it-1 1103; | it-2 846","other","event"
"jw-dates-calendar-p292","224","p292","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=292","dated","p292","740","point","740","exact","","","","ten-tribe kingdom of Israel falls to Assyria","","wcg 105; | it-1 415; | it-2 846, | 908; | rr 114; | si 296","other","event"
"jw-dates-calendar-p293","225","p293","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=293","dated","p293","732","point","732","exact","","","","Sennacherib attacks Judah","","it-2 893-895; | si 296","other","event"
"jw-dates-calendar-p294","226","p294","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=294","dated","p294","a. 732","point","732","after","","","","Isaiah stops prophesying","","it-1 1219-1221","prophecy","event"
"jw-dates-calendar-p295","227","p295","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=295","continuation","p294","a. 732","point","732","after","","","","Isaiah written","","si 118, | 296","writing","event"
"jw-dates-calendar-p296","228","p296","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=296","dated","p296","731","point","731","exact","","","","Hezekiah’s (age 39) terminal illness and healing","2Ki 20:1-6","w24.12 24","other","event"
"jw-dates-calendar-p297","229","p297","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=297","dated","p297","b. 717","point","717","before","","","","Micah written","","it-2 391-392; | w07 11/1 13; | si 155, | 296","writing","event"
"jw-dates-calendar-p298","230","p298","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=298","dated","p298","c. 717","point","717","approximate","","","","Proverbs compiled","","it-2 703-704; | bm 15; | w06 9/15 16; | si 106-107, | 296","writing","event"
"jw-dates-calendar-p299","231","p299","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=299","dated","p299","717","point","717","exact","","","","Hezekiah’s last regnal year","","it-1 1102","rulership","event"
"jw-dates-calendar-p300","232","p300","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=300","dated","p300","716","point","716","exact","","","","Manasseh’s (age 12) first regnal year as king of Judah","2Ki 21:1; | 2Ch 33:1","it-2 307; | si 296","rulership","event"
"jw-dates-calendar-p301","233","p301","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=301","dated","p301","661","point","661","exact","","","","Amon (age 22) becomes king of Judah","2Ki 21:19; | 2Ch 33:21","it-1 96; | si 296","rulership","event"
"jw-dates-calendar-p302","234","p302","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=302","dated","p302","659","point","659","exact","","","","Josiah (age 8) becomes king of Judah","2Ki 22:1; | 2Ch 34:1","it-2 118; | rr 27; | jr 16; | si 296","rulership","event"
"jw-dates-calendar-p303","235","p303","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=303","dated","p303","b. 648","point","648","before","","","","Zephaniah written","","it-2 1229; | w07 11/15 8; | si 163-164, | 296","writing","event"
